Sector,sector title,Summary,summary title,U.Summary,undersum title,Detail,detail title
31ND,Nondurable goods,325,Chemical products,3252,"Resin, rubber, and artificial fibers manufacturing",3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325411,Medicinal and botanical manufacturing
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325412,Pharmaceutical preparation manufacturing
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325413,In-vitro diagnostic substance manufacturing
31ND,Nondurable goods,325,Chemical products,3254,Pharmaceutical and medicine manufacturing,325414,Biological product (except diagnostic) manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325310,Fertilizer manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325320,Pesticide and other agricultural chemical manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325510,Paint and coating manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325520,Adhesive manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325610,Soap and cleaning compound manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325620,Toilet preparation manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,325910,Printing ink manufacturing
31ND,Nondurable goods,325,Chemical products,325X,Other chemical manufacturing,3259A0,All other chemical product and preparation manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326110,Plastics packaging materials and unlaminated film and sheet manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing"
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing"
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326140,Polystyrene foam product manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326150,Urethane and other foam product (except polystyrene) manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326160,Plastics bottle manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326190,Other plastics product manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326210,Tire manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326220,Rubber and plastics hoses and belting manufacturing
31ND,Nondurable goods,326,Plastics and rubber products,326,Plastics and rubber products,326290,Other rubber product manufacturing
42,Wholesale trade,42,Wholesale trade,4231,Motor vehicle and motor vehicle parts and supplies,423100,Motor vehicle and motor vehicle parts and supplies
42,Wholesale trade,42,Wholesale trade,4234,Professional and commercial equipment and supplies,423400,Professional and commercial equipment and supplies
42,Wholesale trade,42,Wholesale trade,4236,Household appliances and electrical and electronic goods,423600,Household appliances and electrical and electronic goods
42,Wholesale trade,42,Wholesale trade,4238,"Machinery, equipment, and supplies",423800,"Machinery, equipment, and supplies"
42,Wholesale trade,42,Wholesale trade,423X,Other durable goods merchant wholesalers,423A00,Other durable goods merchant wholesalers
42,Wholesale trade,42,Wholesale trade,4242,Drugs and druggists' sundries,424200,Drugs and druggists' sundries
42,Wholesale trade,42,Wholesale trade,4244,Grocery and related product wholesalers,424400,Grocery and related product wholesalers
42,Wholesale trade,42,Wholesale trade,4247,Petroleum and petroleum products,424700,Petroleum and petroleum products
42,Wholesale trade,42,Wholesale trade,424X,Other nondurable goods merchant wholesalers,424A00,Other nondurable goods merchant wholesalers
42,Wholesale trade,42,Wholesale trade,425,Wholesale electronic markets and agents and brokers,425000,Wholesale electronic markets and agents and brokers
42,Wholesale trade,42,Wholesale trade,42ID,Customs duties,4200ID,Customs duties
44RT,Retail trade,441,Motor vehicle and parts dealers,441,Motor vehicle and parts dealers,441000,Motor vehicle and parts dealers
44RT,Retail trade,445,Food and beverage stores,445,Food and beverage stores,445000,Food and beverage stores
44RT,Retail trade,452,General merchandise stores,452,General merchandise stores,452000,General merchandise stores
44RT,Retail trade,4A0,Other retail,444,Building material and garden equipment and supplies dealers,444000,Building material and garden equipment and supplies dealers
44RT,Retail trade,4A0,Other retail,446,Health and personal care stores,446000,Health and personal care stores
44RT,Retail trade,4A0,Other retail,447,Gasoline stations,447000,Gasoline stations
44RT,Retail trade,4A0,Other retail,448,Clothing and clothing accessories stores,448000,Clothing and clothing accessories stores
44RT,Retail trade,4A0,Other retail,454,Nonstore retailers,454000,Nonstore retailers
44RT,Retail trade,4A0,Other retail,4A0X,All other retail,4B0000,All other retail
48TW,"Transportation and warehousing, excluding postal service",481,Air transportation  ,481,Air transportation,481000,Air transportation
48TW,"Transportation and warehousing, excluding postal service",482,Rail transportation ,482,Rail transportation,482000,Rail transportation
48TW,"Transportation and warehousing, excluding postal service",483,Water transportation,483,Water transportation,483000,Water transportation
48TW,"Transportation and warehousing, excluding postal service",484,Truck transportation,484,Truck transportation,484000,Truck transportation
48TW,"Transportation and warehousing, excluding postal service",485,Transit and ground passenger transportation ,485,Transit and ground passenger transportation,485000,Transit and ground passenger transportation
48TW,"Transportation and warehousing, excluding postal service",486,Pipeline transportation,486,Pipeline transportation,486000,Pipeline transportation
48TW,"Transportation and warehousing, excluding postal service",487OS,Other transportation and support activities,48A,Scenic and sightseeing transportation and support activities,48A000,Scenic and sightseeing transportation and support activities
48TW,"Transportation and warehousing, excluding postal service",487OS,Other transportation and support activities,492,Couriers and messengers,492000,Couriers and messengers
48TW,"Transportation and warehousing, excluding postal service",493,Warehousing and storage,493,Warehousing and storage,493000,Warehousing and storage
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511110,Newspaper publishers
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511120,Periodical publishers
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",511130,Book publishers
51,Information,511,"Publishing industries, except internet (includes software)",5111,"Newspaper, periodical, book, and directory publishers",5111A0,"Directory, mailing list, and other publishers"
51,Information,511,"Publishing industries, except internet (includes software)",5112,Software publishers,511200,Software publishers
51,Information,512,Motion picture and sound recording industries,512,Motion picture and sound recording industries,512100,Motion picture and video industries
51,Information,512,Motion picture and sound recording industries,512,Motion picture and sound recording industries,512200,Sound recording industries
51,Information,513,Broadcasting and telecommunications,515,Broadcasting (except internet),515100,Radio and television broadcasting
51,Information,513,Broadcasting and telecommunications,515,Broadcasting (except internet),515200,Cable and other subscription programming
51,Information,513,Broadcasting and telecommunications,5171,Wired telecommunications carriers,517110,Wired telecommunications carriers
51,Information,513,Broadcasting and telecommunications,5172,Wireless telecommunications carriers (except satellite),517210,Wireless telecommunications carriers (except satellite)
51,Information,513,Broadcasting and telecommunications,5174OT,"Other telecommunications, including satellite",517A00,"Satellite, telecommunications resellers, and all other telecommunications"
51,Information,514,"Data processing, internet publishing, and other information services",518,"Data processing, hosting, and related services",518200,"Data processing, hosting, and related services"
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,519130,Internet publishing and broadcasting and web search portals
51,Information,514,"Data processing, internet publishing, and other information services",519,Other information services,5191A0,"News syndicates, libraries, archives and all other information services"
52,Finance and insurance,521CI,"Federal reserve banks, credit intermediation, and related activities",521CI,"Federal reserve banks, credit intermediation, and related activities",52A000,Monetary authorities and depository credit intermediation
52,Finance and insurance,521CI,"Federal reserve banks, credit intermediation, and related activities",521CI,"Federal reserve banks, credit intermediation, and related activities",522A00,Nondepository credit intermediation and related activities
52,Finance and insurance,523,"Securities, commodity contracts, and investments",523,"Securities, commodity contracts, and investments",523A00,Securities and commodity contracts intermediation and brokerage
52,Finance and insurance,523,"Securities, commodity contracts, and investments",523,"Securities, commodity contracts, and investments",523900,Other financial investment activities
52,Finance and insurance,524,Insurance carriers and related activities,524113,Direct life insurance carriers,524113,Direct life insurance carriers
52,Finance and insurance,524,Insurance carriers and related activities,5241X,"Insurance carriers, except direct life",5241XX,"Insurance carriers, except direct life"
52,Finance and insurance,524,Insurance carriers and related activities,5242,"Agencies, brokerages, and other insurance related activities",524200,"Insurance agencies, brokerages, and related activities"
52,Finance and insurance,525,"Funds, trusts, and other financial vehicles",525,"Funds, trusts, and other financial vehicles",525000,"Funds, trusts, and other financial vehicles"
53,Real estate and rental and leasing,HS,Housing,HSO,Owner-occupied housing,531HSO,Owner-occupied housing
53,Real estate and rental and leasing,HS,Housing,HST,Tenant-occupied housing,531HST,Tenant-occupied housing
53,Real estate and rental and leasing,ORE,Other real estate,ORE,Other real estate,531ORE,Other real estate
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532100,Automotive equipment rental and leasing
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532A00,General and consumer goods rental
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,532400,Commercial and industrial machinery and equipment rental and leasing
53,Real estate and rental and leasing,532RL,Rental and leasing services and lessors of intangible assets,532RL,Rental and leasing services and lessors of intangible assets,533000,Lessors of nonfinancial intangible assets
54,Professional and technical services,5411,Legal services,5411,Legal services,541100,Legal services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5412,"Accounting, tax preparation, bookkeeping, and payroll services",541200,"Accounting, tax preparation, bookkeeping, and payroll services"
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5413,"Architectural, engineering, and related services",541300,"Architectural, engineering, and related services"
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5416,"Management, scientific, and technical consulting services",541610,Management consulting services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5416,"Management, scientific, and technical consulting services",5416A0,Environmental and other technical consulting services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5417,Scientific research and development services,541700,Scientific research and development services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",5418,"Advertising, public relations, and related services",541800,"Advertising, public relations, and related services"
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541400,Specialized design services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",5419A0,"All other miscellaneous professional, scientific, and technical services"
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541920,Photographic services
54,Professional and technical services,5412OP,"Miscellaneous professional, scientific, and technical services",541X,"Specialized design services and other professional, scientific, and technical services",541940,Veterinary services
54,Professional and technical services,5415,Computer systems design and related services,5415,Computer systems design and related services,541511,Custom computer programming services
54,Professional and technical services,5415,Computer systems design and related services,5415,Computer systems design and related services,541512,Computer systems design services
54,Professional and technical services,5415,Computer systems design and related services,5415,Computer systems design and related services,54151A,"Other computer related services, including facilities management"
55,Management of companies and entreprises,55,Management of companies and enterprises,55,Management of companies and enterprises,550000,Management of companies and enterprises
56,Administrative and waste services,561,Administrative and support services,5613,Employment services,561300,Employment services
56,Administrative and waste services,561,Administrative and support services,5617,Services to buildings and dwellings,561700,Services to buildings and dwellings
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561100,Office administrative services
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561200,Facilities support services
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561400,Business support services
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561500,Travel arrangement and reservation services
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561600,Investigation and security services
56,Administrative and waste services,561,Administrative and support services,561X,Other administrative and support services,561900,Other support services
56,Administrative and waste services,562,Waste management and remediation services,562,Waste management and remediation services,562000,Waste management and remediation services
61,Educational services,61,Educational services,61,Educational services,611100,Elementary and secondary schools
61,Educational services,61,Educational services,61,Educational services,611A00,"Junior colleges, colleges, universities, and professional schools"
61,Educational services,61,Educational services,61,Educational services,611B00,Other educational services
62,Health care and social assistance,621,Ambulatory health care services,6211,Offices of physicians,621100,Offices of physicians
62,Health care and social assistance,621,Ambulatory health care services,6212,Offices of dentists,621200,Offices of dentists
62,Health care and social assistance,621,Ambulatory health care services,6213,Offices of other health practitioners,621300,Offices of other health practitioners
62,Health care and social assistance,621,Ambulatory health care services,6214,Outpatient care centers,621400,Outpatient care centers
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621500,Medical and diagnostic laboratories
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621600,Home health care services
62,Health care and social assistance,621,Ambulatory health care services,6215OH,Other ambulatory health care services,621900,Other ambulatory health care services
62,Health care and social assistance,622,Hospitals,622,Hospitals,622000,Hospitals
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623A00,Nursing and community care facilities
62,Health care and social assistance,623,Nursing and residential care facilities,623,Nursing and residential care facilities,623B00,"Residential mental health, substance abuse, and other residential care facilities"
62,Health care and social assistance,624,Social assistance,624,Social assistance,624100,Individual and family services
62,Health care and social assistance,624,Social assistance,624,Social assistance,624A00,"Community food, housing, and other relief services, including vocational rehabilitation services"
62,Health care and social assistance,624,Social assistance,624,Social assistance,624400,Child day care services
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711100,Performing arts companies
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711200,Spectator sports
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711A00,Promoters of performing arts and sports and agents for public figures
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",711500,"Independent artists, writers, and performers"
71,"Arts, entertainment, and recreation",711AS,"Performing arts, spectator sports, museums, and related activities",711AS,"Performing arts, spectator sports, museums, and related activities",712000,"Museums, historical sites, zoos, and parks"
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713100,Amusement parks and arcades
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713200,Gambling industries (except casino hotels)
71,"Arts, entertainment, and recreation",713,"Amusements, gambling, and recreation industries",713,"Amusements, gambling, and recreation industries",713900,Other amusement and recreation industries
72,Accommodation and food services,721,Accommodation,721,Accommodation,721000,Accommodation
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722110,Full-service restaurants
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722211,Limited-service restaurants
72,Accommodation and food services,722,Food services and drinking places,722,Food services and drinking places,722A00,All other food and drinking places
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811100,Automotive repair and maintenance (including car washes)
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811200,Electronic and precision equipment repair and maintenance
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811300,Commercial and industrial machinery and equipment repair and maintenance
81,"Other services, except government",81,"Other services, except government",811,Repair and maintenance,811400,Personal and household goods repair and maintenance
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812100,Personal care services
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812200,Death care services
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812300,Dry-cleaning and laundry services
81,"Other services, except government",81,"Other services, except government",812,Personal and laundry services,812900,Other personal services
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813100,Religious organizations
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813A00,"Grantmaking, giving, and social advocacy organizations"
81,"Other services, except government",81,"Other services, except government",813,"Religious, grantmaking, civic, professional, and similar organizations",813B00,"Civic, social, professional, and similar organizations"
81,"Other services, except government",81,"Other services, except government",814,Private households,814000,Private households
G,Government,GFGD,Federal general government (defense),GFGD,Federal general government (defense),S00500,Federal general government (defense)
G,Government,GFGN,Federal general government (nondefense),GFGN,Federal general government (nondefense),S00600,Federal general government (nondefense)
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,491000,Postal service
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,S00101,Federal electric utilities
G,Government,GFE,Federal government enterprises,GFE,Federal government enterprises,S00102,Other federal government enterprises
G,Government,GSLG,State and local general government,GSLGE,State and local government (educational services),GSLGE,State and local government (educational services)
G,Government,GSLG,State and local general government,GSLGH,State and local government (hospitals and health services),GSLGH,State and local government (hospitals and health services)
G,Government,GSLG,State and local general government,GSLGO,State and local government (other services),GSLGO,State and local government (other services)
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00201,State and local government passenger transit
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00202,State and local government electric utilities
G,Government,GSLE,State and local government enterprises,GSLE,State and local government enterprises,S00203,Other state and local government enterprises
Used,"Scrap, used and secondhand goods",Used,"Scrap, used and secondhand goods",S004 ,"Scrap, used and secondhand goods",S00401,Scrap
Used,"Scrap, used and secondhand goods",Used,"Scrap, used and secondhand goods",S004 ,"Scrap, used and secondhand goods",S00402,Used and secondhand goods
Other,Noncomparable imports and rest-of-the-world adjustment,Other,Noncomparable imports and rest-of-the-world adjustment,S003 ,Noncomparable imports,S00300,Noncomparable imports
Other,Noncomparable imports and rest-of-the-world adjustment,Other,Noncomparable imports and rest-of-the-world adjustment,S009 ,Rest of the world adjustment,S00900,Rest of the world adjustment
